heightOfBoard,widthOfBoard,numberOfMine,seed,r0,c0,summonMode,iterateMode,sTime,msTime,solved3BV,total3BV,isHelped
16,16,40,1702664569,8,7,3,-2,91,91000,79,79,0
16,30,58,-1,0,0,3,-2,104,104000,26,26,1
42,88,715,1702735883,21,43,3,-2,1621,1621000,1240,1240,0
16,30,99,1702744988,10,16,3,-2,56,56000,57,162,0
16,30,99,1702745051,8,15,3,-2,85,85000,81,155,0
16,30,99,1702745143,8,14,3,-2,45,45000,43,189,0
16,30,99,1702745193,9,13,3,-2,36,36000,38,172,0
16,30,99,1702745235,8,14,3,-2,4,4000,4,156,0
16,30,99,1702745247,3,28,3,-2,171,171000,147,147,0
16,30,99,1702745424,8,15,3,-2,104,104000,110,196,0
16,30,99,1702745536,9,14,3,-2,147,147000,133,148,0
16,30,99,1702745750,7,14,3,-2,152,152000,141,141,0
16,30,99,1702746143,9,17,3,-2,181,181000,171,171,0
16,30,99,1702746372,8,17,3,-2,169,169000,158,158,0
10,10,10,1702816761,4,5,3,-2,6,6000,6,6,0
10,10,10,1702816792,5,5,3,-2,9,9000,15,15,0
10,10,10,1702816804,5,5,3,-2,8,8000,7,16,0
10,10,10,1702816814,6,4,3,-2,10,10000,9,9,0
10,10,10,1702816826,6,5,3,-2,13,13000,24,24,0
10,10,10,1702816879,4,3,3,-2,3,3000,2,5,0
10,10,10,1702816884,5,4,3,-2,10,10000,13,13,0
10,10,10,1702816896,5,5,3,-2,11,11000,8,9,0
10,10,10,1702816909,5,4,3,-2,8,8000,9,9,0
10,10,10,1702816920,6,4,3,-2,9,9000,15,15,0
10,10,10,1702816949,7,4,3,-2,7,7000,9,15,0
10,10,10,1702816958,6,5,3,-2,6,6000,7,13,0
10,10,10,1702816965,7,5,3,-2,11,11000,13,13,0
10,10,10,1702817001,5,3,3,-2,12,12000,12,16,0
10,10,10,1702817014,4,5,3,-2,11,11000,11,11,0
10,10,10,1702817028,6,4,3,-2,11,11000,14,14,0
10,10,10,1702817041,5,5,3,-2,13,13000,18,19,0
10,10,10,1702817056,6,4,3,-2,14,14000,17,17,0
10,10,10,1702817074,7,5,3,-2,11,11000,13,13,0
10,10,10,1702817091,6,7,3,-2,9,9000,7,7,0
10,10,10,1702817107,5,4,3,-2,8,8000,12,12,0
10,10,10,1702817117,5,4,3,-2,12,12000,16,16,0
10,10,10,1702817135,4,4,3,-2,10,10000,14,14,0
10,10,10,1702817149,5,4,3,-2,8,8000,11,11,0
10,10,10,1702817162,5,4,3,-2,9,9000,10,10,0
10,10,10,1702817173,6,5,3,-2,10,10000,18,18,0
10,10,10,1702817194,4,4,3,-2,8,8000,7,7,0
10,10,10,1702817206,3,4,3,-2,11,11000,15,15,0
10,10,10,1702817222,4,4,3,-2,11,11000,12,12,0
10,10,10,1702817235,5,5,3,-2,17,17000,16,17,0
10,10,10,1702817254,4,4,3,-2,9,9000,11,11,0
10,10,10,1702817265,5,5,3,-2,11,11000,19,19,0
10,10,10,1702817292,6,5,3,-2,7,7000,7,7,0
10,10,10,1702817311,6,3,3,-2,12,12000,10,10,0
10,10,10,1702817325,4,5,3,-2,9,9000,6,6,0
10,10,10,1702817338,6,5,3,-2,10,10000,12,12,0
10,10,10,1702817351,3,5,3,-2,7,7000,8,8,0
10,10,10,1702817362,5,5,3,-2,13,13000,11,15,0
10,10,10,1702817377,6,4,3,-2,9,9000,11,12,0
10,10,10,1702817388,4,6,3,-2,9,9000,9,12,0
10,10,10,1702817399,4,5,3,-2,10,10000,9,9,0
10,10,10,1702817411,5,4,3,-2,9,9000,11,11,0
10,10,10,1702817423,5,5,3,-2,8,8000,4,16,0
10,10,10,1702817432,5,5,3,-2,1,1000,2,15,0
10,10,10,1702817435,2,7,3,-2,0,0,1,20,0
10,10,10,1702817436,2,3,3,-2,6,6000,6,6,0
10,10,10,1702817458,4,6,3,-2,12,12000,16,16,0
10,10,10,1702817472,5,5,3,-2,3,3000,3,23,0
10,10,10,1702817477,5,5,3,-2,9,9000,15,16,0
10,10,10,1702817489,1,3,3,-2,6,6000,8,18,0
10,10,10,1702817496,5,5,3,-2,5,5000,6,14,0
10,10,10,1702817502,4,6,3,-2,13,13000,17,17,0
10,10,10,1702817521,5,4,3,-2,14,14000,14,14,0
10,10,10,1702817536,6,6,3,-2,11,11000,19,19,0
10,10,10,1702817557,5,5,3,-2,9,9000,10,10,0
10,10,10,1702817572,5,4,3,-2,11,11000,14,14,0
10,10,10,1702817585,5,5,3,-2,15,15000,19,19,0
10,10,10,1702817621,8,6,3,-2,9,9000,9,9,0
10,10,10,1702817632,3,4,3,-2,10,10000,13,13,0
10,10,10,1702817643,3,4,3,-2,4,4000,9,17,0
10,10,10,1702817649,4,4,3,-2,11,11000,18,18,0
10,10,10,1702817662,5,5,3,-2,1,1000,2,8,0
10,10,10,1702817665,5,5,3,-2,8,8000,19,19,0
10,10,10,1702817723,5,5,3,-2,5,5000,5,8,0
10,10,10,1702817729,4,5,3,-2,6,6000,6,10,0
10,10,10,1702817736,3,6,3,-2,6,6000,6,12,0
10,10,10,1702817743,5,6,3,-2,5,5000,7,7,0
10,10,10,1702817759,4,6,3,-2,5,5000,7,7,0
10,10,10,1702817774,4,5,3,-2,11,11000,19,19,0
10,10,10,1702817787,4,4,3,-2,8,8000,9,9,0
10,10,10,1702817797,4,6,3,-2,6,6000,10,10,0
10,10,10,1702817806,3,6,3,-2,8,8000,4,13,0
10,10,10,1702817815,4,5,3,-2,7,7000,6,10,0
10,10,10,1702817822,4,5,3,-2,11,11000,18,18,0
10,10,10,1702817835,5,7,3,-2,3,3000,5,5,0
10,10,10,1702817865,5,7,3,-2,5,5000,9,9,0
10,10,10,1702817881,4,4,3,-2,10,10000,19,19,0
10,10,10,1702817895,5,5,3,-2,4,4000,3,14,0
10,10,10,1702817900,7,3,3,-2,9,9000,11,16,0
10,10,10,1702817911,5,4,3,-2,13,13000,16,16,0
10,10,10,1702817925,6,6,3,-2,12,12000,26,26,0
10,10,10,1702817938,5,5,3,-2,0,0,1,6,0
10,10,10,1702817940,3,4,3,-2,6,6000,5,11,0
10,10,10,1702817947,5,6,3,-2,8,8000,12,12,0
10,10,10,1702817957,4,5,3,-2,8,8000,14,14,0
10,10,10,1702817967,3,5,3,-2,14,14000,19,19,0
10,10,10,1702817982,3,4,3,-2,10,10000,11,11,0
10,10,10,1702817995,4,6,3,-2,4,4000,4,13,0
10,10,10,1702818000,5,8,3,-2,7,7000,8,8,0
10,10,10,1702818010,6,5,3,-2,6,6000,9,9,0
10,10,10,1702818018,3,5,3,-2,10,10000,22,24,0
10,10,10,1702818030,4,5,3,-2,7,7000,11,11,0
10,10,10,1702818038,5,6,3,-2,12,12000,15,15,0
10,10,10,1702818052,2,6,3,-2,11,11000,11,12,0
10,10,10,1702818065,5,6,3,-2,12,12000,18,18,0
10,10,10,1702818085,4,5,3,-2,9,9000,11,11,0
9,9,10,1702818099,5,6,3,-2,8,8000,11,11,0
9,9,10,1702818112,4,4,3,-2,8,8000,10,17,0
9,9,10,1702818121,2,3,3,-2,9,9000,16,16,0
9,9,10,1702818131,4,4,3,-2,6,6000,7,11,0
9,9,10,1702818138,5,5,3,-2,12,12000,17,17,0
9,9,10,1702818151,5,3,3,-2,12,12000,12,12,0
9,9,10,1702818164,3,5,3,-2,1,1000,1,8,0
9,9,10,1702818168,2,4,3,-2,7,7000,7,9,0
9,9,10,1702818176,5,4,3,-2,12,12000,17,17,0
9,9,10,1702818189,2,4,3,-2,14,14000,11,11,0
9,9,10,1702818204,4,5,3,-2,15,15000,15,15,0
9,9,10,1702818220,3,6,3,-2,8,8000,5,9,0
9,9,10,1702818229,2,5,3,-2,1,1000,5,23,0
9,9,10,1702818232,2,0,3,-2,0,0,1,19,0
9,9,10,1702818233,3,4,3,-2,0,0,1,14,0
9,9,10,1702818234,5,4,3,-2,4,4000,3,11,0
9,9,10,1702818239,2,4,3,-2,10,10000,13,13,0
9,9,10,1702818250,6,7,3,-2,3,3000,2,19,0
9,9,10,1702818255,4,5,3,-2,4,4000,4,10,0
9,9,10,1702818261,0,5,3,-2,8,8000,10,13,0
9,9,10,1702818270,4,3,3,-2,11,11000,15,15,0
9,9,10,1702818282,4,6,3,-2,9,9000,12,12,0
9,9,10,1702818293,3,5,3,-2,13,13000,17,18,0
9,9,10,1702818307,4,6,3,-2,1,1000,2,11,0
9,9,10,1702818310,4,1,3,-2,8,8000,9,9,0
9,9,10,1702818320,4,5,3,-2,11,11000,7,7,0
9,9,10,1702818333,5,5,3,-2,11,11000,16,16,0
9,9,10,1702818345,4,5,3,-2,0,0,1,18,0
9,9,10,1702818349,2,4,3,-2,11,11000,19,19,0
9,9,10,1702818361,1,5,3,-2,6,6000,11,18,0
9,9,10,1702818369,2,4,3,-2,9,9000,12,12,0
9,9,10,1702818379,3,5,3,-2,9,9000,13,13,0
9,9,10,1702818390,4,6,3,-2,8,8000,9,9,0
9,9,10,1702818399,3,4,3,-2,9,9000,12,13,0
9,9,10,1702818409,2,6,3,-2,7,7000,7,8,0
9,9,10,1702818418,3,3,3,-2,11,11000,11,11,0
9,9,10,1702818430,1,4,3,-2,11,11000,15,15,0
9,9,10,1702818443,2,4,3,-2,11,11000,15,15,0
9,9,10,1702818456,3,6,3,-2,17,17000,17,17,0
9,9,10,1702818474,4,5,3,-2,21,21000,15,15,0
9,9,10,1702818498,2,4,3,-2,10,10000,13,14,0
9,9,10,1702818510,3,4,3,-2,16,16000,21,21,0
9,9,10,1702818528,4,5,3,-2,2,2000,7,31,0
9,9,10,1702818531,3,3,3,-2,6,6000,8,13,0
9,9,10,1702818538,2,4,3,-2,6,6000,5,5,0
9,9,10,1702818555,4,5,3,-2,10,10000,14,14,0
9,9,10,1702818566,3,6,3,-2,11,11000,9,9,0
9,9,10,1702818578,4,6,3,-2,15,15000,26,30,0
9,9,10,1702818595,4,7,3,-2,14,14000,18,18,0
9,9,10,1702818609,1,4,3,-2,9,9000,13,13,0
9,9,10,1702818620,5,8,3,-2,4,4000,4,14,0
9,9,10,1702818625,3,4,3,-2,14,14000,20,21,0
9,9,10,1702818640,4,4,3,-2,5,5000,7,14,0
9,9,10,1702818646,5,4,3,-2,10,10000,15,15,0
9,9,10,1702818657,4,6,3,-2,14,14000,17,17,0
9,9,10,1702818672,4,6,3,-2,12,12000,12,16,0
9,9,10,1702818685,4,6,3,-2,9,9000,12,12,0
9,9,10,1702818695,3,5,3,-2,11,11000,14,14,0
9,9,10,1702818707,4,5,3,-2,13,13000,16,17,0
9,9,10,1702818722,4,4,3,-2,13,13000,16,16,0
9,9,10,1702818736,3,4,3,-2,8,8000,13,13,0
9,9,10,1702818745,3,4,3,-2,6,6000,11,11,0
9,9,10,1702818763,4,3,3,-2,4,4000,6,14,0
9,9,10,1702818768,2,5,3,-2,10,10000,8,13,0
9,9,10,1702818780,2,5,3,-2,12,12000,13,13,0
9,9,10,1702818822,2,4,3,-2,13,13000,17,17,0
9,9,10,1702818837,4,4,3,-2,8,8000,10,10,0
9,9,10,1702818848,5,4,3,-2,5,5000,6,10,0
9,9,10,1702818854,1,4,3,-2,6,6000,9,9,0
9,9,10,1702818882,4,3,3,-2,4,4000,6,12,0
9,9,10,1702818887,5,5,3,-2,11,11000,16,18,0
9,9,10,1702818899,4,3,3,-2,16,16000,13,13,0
9,9,10,1702818916,3,4,3,-2,9,9000,8,15,0
9,9,10,1702818926,4,5,3,-2,10,10000,21,21,0
16,16,40,1702819287,7,6,3,-2,59,59000,67,67,0
16,16,40,1702819398,6,6,3,-2,24,24000,26,58,0
16,16,40,1702819424,5,3,3,-2,34,34000,37,56,0
16,16,40,1702819460,7,6,3,-2,48,48000,57,57,0
16,16,40,1702819531,8,7,3,-2,21,21000,23,61,0
16,16,40,1702819554,7,3,3,-2,46,46000,61,61,0
16,16,40,1702819611,11,8,3,-2,61,61000,62,62,0
16,16,40,1702819675,7,9,3,-2,62,62000,60,60,0
16,16,40,1702819738,7,6,3,-2,70,70000,74,74,0
16,16,40,1702819810,6,7,3,-2,52,52000,64,64,0
16,16,40,1702819868,8,7,3,-2,51,51000,49,49,0
16,16,40,1702819922,7,6,3,-2,49,49000,44,45,0
16,16,40,1702819974,8,9,3,-2,9,9000,18,61,0
16,16,40,1702819984,5,8,3,-2,1,1000,1,50,0
16,16,40,1702819987,8,6,3,-2,50,50000,63,63,0
16,16,40,1702820040,9,9,3,-2,51,51000,64,64,0
16,16,40,1702820094,7,5,3,-2,48,48000,55,58,0
16,16,40,1702820146,6,7,3,-2,14,14000,16,51,0
16,16,40,1702820161,7,7,3,-2,14,14000,24,71,0
16,16,40,1702820178,6,6,3,-2,51,51000,56,61,0
16,16,40,1702820230,5,6,3,-2,14,14000,20,68,0
16,16,40,1702820245,4,6,3,-2,51,51000,66,66,0
16,16,40,1702820299,10,9,3,-2,13,13000,18,56,0
16,16,40,1702820312,11,5,3,-2,49,49000,63,63,0
16,16,40,1702820363,8,8,3,-2,36,36000,40,80,0
16,16,40,1702820400,3,7,3,-2,55,55000,67,67,0
16,16,40,1702820458,8,8,3,-2,19,19000,20,50,0
16,16,40,1702820478,4,5,3,-2,59,59000,56,56,0
16,16,40,1702820545,7,7,3,-2,11,11000,16,57,0
16,16,40,1702820557,6,6,3,-2,13,13000,17,70,0
16,16,40,1702820573,8,7,3,-2,62,62000,79,79,0
16,16,40,1702820635,6,8,3,-2,50,50000,58,62,0
16,16,40,1702820686,8,8,3,-2,49,49000,58,58,0
16,16,40,1702820738,5,6,3,-2,0,0,1,49,0
16,16,40,1702820742,8,8,3,-2,9,9000,13,67,0
16,16,40,1702820754,8,6,3,-2,34,34000,38,64,0
16,16,40,1702820788,9,5,3,-2,49,49000,52,52,0
16,16,40,1702820838,8,7,3,-2,57,57000,56,56,0
16,16,40,1702820898,4,7,3,-2,56,56000,59,61,0
16,16,40,1702820958,7,8,3,-2,18,18000,23,71,0
16,16,40,1702820979,4,6,3,-2,51,51000,61,61,0
16,16,40,1702821033,9,7,3,-2,65,65000,64,67,0
16,16,40,1702821099,7,6,3,-2,11,11000,18,64,0
16,16,40,1702821111,7,5,3,-2,48,48000,47,64,0
16,16,40,1702821160,7,9,3,-2,2,2000,2,54,0
16,16,40,1702821165,10,8,3,-2,57,57000,65,66,0
16,16,40,1702821222,8,6,3,-2,61,61000,68,68,0
16,16,40,1702821284,7,5,3,-2,9,9000,7,68,0
16,16,40,1702821294,9,8,3,-2,58,58000,62,62,0
16,16,40,1702821355,7,8,3,-2,31,31000,32,73,0
16,16,40,1702821388,3,5,3,-2,54,54000,59,59,0
16,16,40,1702821443,5,5,3,-2,51,51000,65,65,0
16,16,40,1702821495,7,7,3,-2,56,56000,68,68,0
16,16,40,1702821553,9,9,3,-2,43,43000,47,47,0
16,16,40,1702821609,10,8,3,-2,32,32000,25,40,0
16,16,40,1702821643,4,5,3,-2,52,52000,53,53,0
16,16,40,1702821698,9,7,3,-2,49,49000,70,70,0
16,30,99,1702821881,8,15,3,-2,126,126000,141,167,0
16,30,99,1702822016,8,16,3,-2,166,166000,188,200,0
16,30,99,1702822205,7,15,3,-2,168,168000,155,172,0
16,30,99,1702822378,9,16,3,-2,49,49000,45,130,0
16,30,99,1702822435,8,14,3,-2,18,18000,14,150,0
16,30,99,1702822465,10,18,3,-2,161,161000,148,170,0
16,30,99,1702822631,8,15,3,-2,140,140000,152,187,0
16,30,99,1702822775,8,13,3,-2,45,45000,63,179,0
16,30,99,1702912401,8,13,3,-2,59,59000,69,178,0
16,30,99,1702912477,2,14,3,-2,23,23000,17,163,0
16,30,99,1702912506,8,16,3,-2,165,165000,162,163,0
16,30,99,1702912678,7,14,3,-2,172,172000,160,160,0
16,30,99,1702912857,7,16,3,-2,205,205000,173,194,0
16,30,99,1702913094,9,19,3,-2,141,141000,144,193,0
16,30,99,1702913938,7,14,3,-2,99,99000,73,145,0
16,30,99,1702914044,11,15,3,-2,146,146000,137,137,0
16,30,99,1703181131,6,14,3,-2,190,190000,181,181,0
16,30,99,1703228786,11,12,3,-2,188,188000,157,157,0
16,30,99,1703235181,7,13,3,-2,202,202000,161,161,0
16,30,99,1703237113,10,19,3,-2,181,181000,171,171,0
16,30,99,1703237579,9,16,3,-2,3,3000,1,138,0
16,30,99,1703237603,8,16,3,-2,161,161000,125,184,0
16,30,99,1703237603,8,16,3,-2,22,22000,184,184,1
16,30,99,1703237878,8,18,3,-2,31,31000,36,182,0
16,30,99,1703237908,7,15,3,-2,222,222000,153,153,0
16,30,99,1703238136,7,15,3,-2,172,172000,142,142,0
16,30,99,1703238361,7,16,3,-2,22,22000,19,162,0
16,30,99,1703238381,6,13,3,-2,10,10000,10,150,0
16,30,99,1703238403,5,13,3,-2,169,169000,175,175,0
16,30,99,1703238579,8,16,3,-2,191,191000,203,203,0
16,30,99,1703238800,7,13,3,-2,36,36000,38,164,0
16,30,99,1703238858,9,15,3,-2,142,142000,118,149,0
16,30,99,1703238998,9,12,3,-2,79,79000,97,170,0
16,30,99,1703239082,8,14,3,-2,61,61000,53,171,0
16,30,99,1703239157,8,14,3,-2,179,179000,169,169,0
16,30,99,1703239370,9,17,3,-2,174,174000,157,157,0
16,30,99,1703239564,7,15,3,-2,196,196000,155,155,0
16,30,99,1703239765,9,16,3,-2,169,169000,131,131,0
16,30,99,1703239967,8,15,3,-2,115,115000,64,193,0
16,30,99,1703240091,7,14,3,-2,149,149000,130,165,0
16,30,99,1703240253,8,18,3,-2,98,98000,55,149,0
16,30,99,1703240355,9,13,3,-2,51,51000,52,163,0
16,30,99,1703240413,9,14,3,-2,195,195000,164,164,0
16,30,99,1703240619,11,20,3,-2,37,37000,40,165,0
16,30,99,1703255134,6,14,3,-2,99,99000,100,159,0
16,30,99,1703347140,7,13,3,-2,107,107000,98,152,0
16,30,99,1703347263,6,20,3,-2,82,82000,67,138,0
42,88,715,1703347389,20,43,3,-2,1760,1760000,1150,1150,0
42,88,715,1703353087,0,17,3,-2,34,34000,1305,1305,1
16,30,99,1703353458,0,11,3,-2,230,230000,174,174,0
30,60,300,1703354963,13,30,3,-2,617,617000,488,488,0
16,30,99,1703356169,7,15,3,-2,27,27000,37,166,0
9,9,10,1703356918,3,4,3,-2,12,12000,12,12,0
16,30,99,1703357106,6,14,3,-2,207,207000,152,152,0
10,10,10,1703357589,5,5,3,-2,10,10000,13,13,0
9,9,10,1703357631,3,5,3,-2,10,10000,9,9,0
16,16,40,1703358137,8,7,3,-2,51,51000,50,50,0
16,30,99,1703405401,7,14,3,-2,165,165000,138,173,0
16,30,99,1703405580,9,15,3,-2,261,261000,149,166,1
16,30,99,1703405905,9,14,3,-2,68,68000,37,178,0
16,30,99,1703405968,9,16,3,-2,101,101000,80,188,0
16,30,99,1703406109,9,17,3,-2,20,20000,27,164,0
16,30,99,1703406146,7,14,3,-2,110,110000,113,203,0
16,30,99,1703406259,8,13,3,-2,171,171000,173,179,0
16,30,99,1703406430,6,14,3,-2,215,215000,196,196,0
16,30,99,1703406655,7,13,3,-2,22,22000,19,173,0
16,30,99,1703406679,7,13,3,-2,7,7000,9,151,0
16,30,99,1703406699,8,12,3,-2,172,172000,173,173,0
16,30,99,1703406907,7,14,3,-2,189,189000,148,148,0
16,30,99,1703407098,9,14,3,-2,156,156000,148,172,0
16,30,99,1703407268,8,14,3,-2,197,197000,190,190,0
16,30,99,1703407481,9,15,3,-2,135,135000,139,157,0
16,30,99,1703407623,7,15,3,-2,150,150000,157,157,0
16,30,99,1703407793,10,14,3,-2,87,87000,86,158,0
16,30,99,1703407881,9,14,3,-2,93,93000,102,165,0
16,30,99,1703407984,6,15,3,-2,141,141000,169,194,0
16,30,99,1703408128,8,13,3,-2,10,10000,8,169,0
16,30,99,1703408144,7,14,3,-2,130,130000,148,175,0
16,30,99,1703408285,6,15,3,-2,186,186000,174,174,0
16,30,99,1703408475,7,14,3,-2,65,65000,64,159,0
16,30,99,1703408557,9,15,3,-2,52,52000,60,146,0
16,30,99,1703408617,7,15,3,-2,156,156000,160,160,0
16,30,99,1703408778,10,16,3,-2,135,135000,110,155,0
16,30,99,1703408923,6,14,3,-2,27,27000,26,157,0
16,30,99,1703408959,6,13,3,-2,42,42000,38,175,0
16,30,99,1703409008,7,16,3,-2,152,152000,134,175,0
16,30,99,1703409175,7,13,3,-2,185,185000,188,188,0
16,30,99,1703409358,8,15,3,-2,32,32000,34,167,0
16,30,99,1703409408,7,14,3,-2,151,151000,166,166,0
16,30,99,1703425593,6,14,3,-2,158,158000,154,154,0
16,30,99,1703425830,2,15,3,-2,184,184000,144,144,0
42,88,179,-1,0,0,3,-2,185,185000,111,111,1
42,88,715,1703430128,19,45,3,-2,1514,1514000,1078,1210,0
42,88,715,1703431776,22,43,3,-2,516,516000,476,1219,0
16,30,99,1703482103,8,16,3,-2,172,172000,167,193,0
16,30,99,1703482301,8,15,3,-2,40,40000,38,159,0
16,30,99,1703482346,9,14,3,-2,194,194000,148,148,0
16,30,99,1703482533,8,15,3,-2,46,46000,63,194,0
16,30,99,1703484666,7,13,3,-2,183,183000,163,163,0
16,30,99,1703484848,6,14,3,-2,38,38000,31,158,0
16,30,99,1703484890,9,14,3,-2,189,189000,185,185,0
16,30,99,1703487831,8,16,3,-2,5,5000,5,193,0
16,30,99,1703487837,5,13,3,-2,159,159000,124,124,0
16,30,99,1703488039,7,16,3,-2,105,105000,107,185,0
16,30,99,1703488148,7,17,3,-2,197,197000,148,148,0
16,30,99,1703518357,9,16,3,-2,214,214000,233,233,0
16,30,99,1703518578,10,16,3,-2,143,143000,148,148,0
42,88,715,1703595136,22,43,3,-2,354,354000,353,1261,0
42,88,715,1703595505,25,47,3,-2,134,134000,142,1207,0
42,88,715,1703595659,21,45,3,-2,677,677000,666,1239,0
42,88,715,1703596363,23,45,3,-2,90,90000,125,1403,0
42,88,715,1703596462,22,45,3,-2,65,65000,59,1244,0
42,88,715,1703596550,22,45,3,-2,139,139000,110,1152,0
42,88,715,1703596695,21,43,3,-2,713,713000,676,1186,0
42,88,715,1703597425,23,46,3,-2,846,846000,726,1165,0
42,88,715,1703598294,23,46,3,-2,519,519000,534,1278,0
42,88,715,1703598835,24,46,3,-2,567,567000,499,1228,0
42,88,715,1703599425,22,41,3,-2,447,447000,424,1179,0
16,30,99,1703617622,8,15,3,-2,167,167000,168,168,0
16,30,99,1703617827,7,12,3,-2,86,86000,93,191,0
16,30,99,1703617927,8,13,3,-2,141,141000,188,233,0
16,30,99,1703618086,9,14,3,-2,178,178000,185,185,0
16,30,99,1703618262,8,15,3,-2,157,157000,145,145,0
16,30,99,1703618426,11,16,3,-2,89,89000,96,181,0
16,30,99,1703618521,5,12,3,-2,56,56000,46,147,0
16,30,99,1703618584,9,14,3,-2,162,162000,173,179,0
16,30,99,1703618758,9,13,3,-2,103,103000,92,162,0
16,30,99,1703618874,12,18,3,-2,186,186000,209,209,0
16,16,40,1703943595,6,5,3,-2,71,71000,68,68,0
16,16,40,1703943674,6,8,3,-2,36,36000,31,67,0
16,16,40,1703943717,6,7,3,-2,23,23000,23,55,0
16,16,40,1703943750,4,6,3,-2,68,68000,69,69,0
16,16,40,1703943825,5,6,3,-2,63,63000,57,57,0
16,16,40,1703943889,8,8,3,-2,71,71000,53,75,1
16,16,40,1703943964,6,7,3,-2,62,62000,76,76,0
16,16,40,1703944036,6,6,3,-2,82,82000,75,75,0
16,16,40,1703944147,8,8,3,-2,45,45000,54,54,0
16,16,40,1703944206,9,8,3,-2,54,54000,56,56,0
16,16,40,1703944277,8,7,3,-2,56,56000,67,67,0
16,16,40,1703944351,9,6,3,-2,54,54000,64,64,0
16,16,40,1703944406,6,7,3,-2,56,56000,70,70,0
16,16,40,1703944480,8,8,3,-2,53,53000,55,55,0
16,16,40,1703944537,4,7,3,-2,23,23000,34,90,0
16,16,40,1703944562,7,7,3,-2,61,61000,52,54,0
16,16,40,1703944625,9,7,3,-2,53,53000,60,60,0
16,16,40,1703944682,7,7,3,-2,5,5000,14,78,0
16,16,40,1703944690,5,6,3,-2,59,59000,51,51,0
16,16,40,1703944752,9,8,3,-2,5,5000,5,54,0
16,16,40,1703944759,7,6,3,-2,68,68000,49,49,0
16,16,40,1703944829,7,7,3,-2,46,46000,53,53,0
16,16,40,1703944888,8,8,3,-2,4,4000,1,59,0
16,16,40,1703944911,6,8,3,-2,52,52000,49,57,0
16,16,40,1703944965,8,7,3,-2,73,73000,65,65,0
16,16,40,1703945041,8,7,3,-2,56,56000,85,85,0
16,16,40,1703945139,8,6,3,-2,18,18000,25,65,0
16,16,40,1703945164,8,7,3,-2,47,47000,46,46,0
16,16,40,1703945223,7,6,3,-2,45,45000,46,46,0
16,16,40,1703945283,8,8,3,-2,59,59000,63,63,0
16,16,40,1703945344,7,6,3,-2,56,56000,80,80,0
16,16,40,1703945413,9,8,3,-2,75,75000,74,74,0
16,16,40,1703945489,9,8,3,-2,48,48000,52,52,0
16,16,40,1703945554,8,9,3,-2,54,54000,77,77,0
16,16,40,1703945619,8,9,3,-2,53,53000,56,56,0
16,16,40,1703945677,9,9,3,-2,4,4000,6,61,0
16,16,40,1703945686,7,7,3,-2,57,57000,77,77,0
16,16,40,1703945747,7,7,3,-2,37,37000,47,70,0
16,16,40,1703945786,8,11,3,-2,53,53000,53,53,0
16,16,40,1703945840,7,7,3,-2,39,39000,60,60,0
16,16,40,1703946007,5,11,3,-2,49,49000,55,55,0
16,16,40,1703946060,7,8,3,-2,59,59000,83,83,0
16,16,40,1703946125,7,7,3,-2,15,15000,22,55,0
16,16,40,1703946141,5,9,3,-2,54,54000,81,81,0
16,16,40,1703946198,10,7,3,-2,55,55000,70,70,0
16,16,40,1703946255,8,7,3,-2,40,40000,58,67,0
16,16,40,1703946299,5,8,3,-2,59,59000,58,58,0
16,16,40,1703946362,8,8,3,-2,36,36000,46,53,0
16,16,40,1703946403,9,12,3,-2,54,54000,56,56,0
16,16,40,1703946459,8,7,3,-2,52,52000,80,80,0
16,16,40,1703946517,8,9,3,-2,46,46000,66,66,0
16,16,40,1703946566,7,10,3,-2,61,61000,68,68,0
16,16,40,1703946629,7,9,3,-2,58,58000,60,60,0
16,16,40,1703946689,7,8,3,-2,51,51000,79,79,0
16,30,99,1703948042,8,13,3,-2,175,175000,176,176,0
16,30,99,1703948222,8,10,3,-2,112,112000,91,153,0
16,30,99,1703948338,9,13,3,-2,110,110000,93,156,0
16,30,99,1703948447,9,13,3,-2,38,38000,55,181,0
16,30,99,1703948490,7,12,3,-2,139,139000,148,148,0
16,30,99,1703948698,6,13,3,-2,85,85000,93,139,0
16,30,99,1703948782,8,13,3,-2,91,91000,82,155,0
16,30,99,1703948879,6,12,3,-2,157,157000,190,190,0
16,30,99,1704103551,8,15,3,-2,132,132000,114,183,0
16,30,99,1704103718,6,15,3,-2,142,142000,142,169,0
16,30,99,1704103866,7,12,3,-2,205,205000,194,194,0
16,30,99,1704105300,6,13,3,-2,181,181000,160,160,0
16,30,99,1704105528,6,13,3,-2,39,39000,52,184,0
16,30,99,1704105592,7,13,3,-2,82,82000,108,154,0
16,30,99,1704105761,5,13,3,-2,122,122000,117,178,0
16,30,99,1704105920,6,10,3,-2,117,117000,78,141,0
16,30,99,1704106046,7,11,3,-2,161,161000,161,161,0
16,30,99,1704106219,6,7,3,-2,162,162000,149,149,0
16,30,99,1704119655,8,15,3,-2,142,142000,144,171,0
16,30,99,1704119782,8,15,3,-2,13,13000,17,147,0
16,30,99,1704119802,7,13,3,-2,11,11000,18,196,0
16,30,99,1704119815,8,16,3,-2,151,151000,156,156,0
16,30,99,1704120022,8,12,3,-2,64,64000,66,165,0
16,30,99,1704120123,9,15,3,-2,105,105000,126,198,0
16,30,99,1704120248,6,15,3,-2,36,36000,34,185,0
